Temperature,Humidity,Rainfall,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Crop_Type,Land_Area,Recommended_Crop,Recommended_Fertilizer,Recommended_N,Recommended_P,Recommended_K,Overuse_Label
35.0,62.18,1000.0,Loamy,6.0,50.0,50.0,75.0,Ginger,21.06,Ginger,Ammonium Sulphate,75,50,100,Normal
27.0,53.0,500.0,Clay,6.5,37.0,0.0,0.0,Oil seeds,5.3,Oil seeds,Urea,40,60,60,Normal
26.32,89.82,163.04,Sandy,6.07,11.1,23.4,29.4,Coconut,19.94,Coconut,MOP,100,40,200,Normal
28.67,82.21,94.38,Loamy,5.73,110.0,71.0,54.0,Banana,40.58,Banana,20-20,200,60,200,Normal
26.72,62.97,42.87,Loamy,6.9,35.0,74.0,22.0,Lentil,16.69,Lentil,DAP,20,60,40,Slight_Overuse
20.0,62.18,900.0,Loamy,6.5,30.0,35.0,30.0,Urad,36.08,Urad,SSP,20,50,30,Slight_Overuse
30.0,60.0,900.0,Loamy,6.0,150.0,80.0,150.0,Sugarcane,35.42,Sugarcane,MOP,250,60,120,Slight_Overuse
34.79,43.02,176.36,Sandy,7.51,22.4,58.6,17.8,Pigeonpeas,1.13,Pigeonpeas,DAP,20,60,40,Normal
20.78,84.5,240.08,Clay,6.24,60.0,49.0,44.0,Rice,7.14,Rice,Urea,80,40,40,Normal
24.01,61.58,400.0,Loamy,6.71,55.8,38.8,22.5,Jowar,38.88,Jowar,Urea,80,40,40,Normal
21.87,61.91,107.27,Loamy,5.85,84.0,44.0,21.0,Maize,41.25,Maize,17-17-17,120,60,40,Normal
30.49,90.46,113.33,Sandy,7.78,29.0,25.0,14.0,Orange,46.77,Orange,MOP,60,40,60,Normal
21.18,68.44,91.63,Loamy,5.26,133.0,91.0,23.0,Soybean,23.92,Soybean,DAP,20,60,40,High_Overuse
17.64,59.82,400.0,Loamy,7.61,66.8,58.5,52.7,Wheat,29.61,Wheat,Urea,120,60,40,Slight_Overuse
25.0,62.18,1000.0,Loamy,6.5,55.0,50.0,60.0,Ginger,47.66,Ginger,Urea,75,50,100,Normal
30.74,63.96,400.0,Loamy,6.75,30.1,43.9,22.9,Groundnut,38.98,Groundnut,Chilated Micronutrient,25,50,75,Normal
37.08,88.05,175.34,Loamy,7.91,25.3,39.6,119.8,Sugarcane,18.37,Sugarcane,20-20,250,60,120,Normal
30.33,42.35,149.3,Sandy,6.45,30.0,75.0,25.0,Pigeonpeas,29.21,Pigeonpeas,DAP,20,60,40,Slight_Overuse
32.0,62.0,500.0,Sandy,6.5,15.0,37.0,0.0,Ground Nuts,28.2,Ground Nuts,DAP,25,50,75,Normal
36.68,62.22,47.25,Clay,7.53,25.1,65.9,14.1,Blackgram,24.74,Blackgram,DAP,20,50,30,High_Overuse
23.87,86.79,177.51,Loamy,6.72,87.0,44.0,43.0,Jute,17.77,Jute,Urea,60,30,30,High_Overuse
23.21,74.1,199.48,Loamy,7.42,72.0,51.0,40.0,Jute,31.61,Jute,Urea,60,30,30,High_Overuse
32.11,60.43,400.0,Loamy,7.42,122.3,65.9,63.2,Sugarcane,40.32,Sugarcane,MOP,250,60,120,Normal
29.24,37.94,48.06,Loamy,5.87,103.4,91.3,195.7,Maize,3.22,Maize,17-17-17,120,60,40,High_Overuse
24.92,34.06,100.04,Loamy,6.86,123.7,7.2,59.6,Barley,10.55,Barley,Urea,60,40,20,High_Overuse
20.73,62.81,400.0,Loamy,7.43,139.2,81.6,41.8,Maize,45.37,Maize,SSP,120,60,40,Slight_Overuse
31.75,45.16,93.75,Loamy,5.67,18.0,17.0,31.0,Mango,12.43,Mango,MOP,50,50,80,Normal
22.41,25.89,54.91,Clay,8.32,89.0,102.0,85.0,Rice,34.38,Rice,Urea,80,40,40,High_Overuse
16.25,47.97,213.07,Clay,4.81,82.0,102.0,154.0,Rice,15.25,Rice,Urea,80,40,40,High_Overuse
26.55,55.55,400.0,Loamy,7.01,117.9,60.0,127.2,Sugarcane,35.42,Sugarcane,MOP,250,60,120,Normal
34.19,80.55,400.0,Loamy,7.63,112.4,42.6,54.5,Rice,24.76,Rice,Urea,80,40,40,High_Overuse
20.0,60.0,1000.0,Loamy,7.5,135.0,70.0,80.0,Sugarcane,33.31,Sugarcane,MOP,250,60,120,Normal
23.86,94.92,105.02,Loamy,5.77,21.0,135.0,198.0,Apple,40.41,Apple,MOP,60,40,60,High_Overuse
30.0,76.04,900.0,Loamy,6.0,100.0,80.0,60.0,Cotton,23.72,Cotton,12:32:16 NPK,120,60,60,Slight_Overuse
32.29,74.99,400.0,Loamy,6.91,138.1,47.2,70.7,Cotton,17.64,Cotton,13:32:26 NPK,120,60,60,Normal
31.25,77.39,400.0,Loamy,6.99,86.8,51.4,45.4,Rice,47.37,Rice,Urea,80,40,40,Slight_Overuse
25.0,62.18,400.0,Loamy,6.5,65.0,30.0,20.0,Urad,12.04,Urad,Urea,20,50,30,Slight_Overuse
25.0,62.18,700.0,Loamy,6.0,50.0,30.0,30.0,Jowar,15.18,Jowar,10:26:26 NPK,80,40,40,Normal
25.0,62.18,1000.0,Loamy,5.5,50.0,60.0,60.0,Ginger,14.84,Ginger,Ammonium Sulphate,75,50,100,Normal
20.45,60.71,400.0,Loamy,7.45,84.2,59.7,100.7,Sugarcane,41.94,Sugarcane,MOP,250,60,120,Normal
29.61,80.62,400.0,Loamy,6.39,96.1,46.4,61.4,Rice,46.2,Rice,50:26:26 NPK,80,40,40,Slight_Overuse
19.28,59.85,400.0,Loamy,6.6,61.1,33.0,27.6,Jowar,21.81,Jowar,Urea,80,40,40,Normal
28.6,64.66,400.0,Loamy,6.35,137.3,67.4,35.6,Maize,46.99,Maize,MOP,120,60,40,Normal
20.0,60.0,900.0,Loamy,7.0,150.0,90.0,125.0,Sugarcane,3.57,Sugarcane,MOP,250,60,120,Slight_Overuse
17.88,66.64,78.78,Sandy,8.82,130.5,48.0,99.4,Cotton,4.85,Cotton,14-35-14,120,60,60,Slight_Overuse
34.49,34.23,106.54,Sandy,5.15,112.0,18.4,68.3,Cotton,9.27,Cotton,14-35-14,120,60,60,Normal
30.0,62.18,500.0,Loamy,6.5,30.0,25.0,20.0,Tur,28.7,Tur,MOP,20,50,30,Slight_Overuse
22.94,39.51,213.88,Clay,6.17,59.0,46.0,27.0,Rice,6.84,Rice,Urea,80,40,40,Normal
25.0,58.93,1000.0,Loamy,6.5,100.0,40.0,45.0,Wheat,46.12,Wheat,19:19:19 NPK,120,60,40,Normal
30.85,92.87,107.41,Sandy,6.39,12.0,6.0,8.0,Orange,24.2,Orange,MOP,60,40,60,Normal
34.04,64.29,66.86,Clay,7.74,35.0,72.0,21.0,Blackgram,41.52,Blackgram,DAP,20,50,30,High_Overuse
29.97,89.17,56.44,Loamy,6.6,29.0,51.5,16.8,Mungbean,47.24,Mungbean,DAP,25,50,30,Normal
15.0,58.93,500.0,Loamy,7.0,80.0,50.0,45.0,Wheat,47.55,Wheat,19:19:19 NPK,120,60,40,Normal
30.0,80.19,1100.0,Loamy,7.5,110.0,50.0,55.0,Rice,15.76,Rice,50:26:26 NPK,80,40,40,High_Overuse
28.22,60.02,400.0,Loamy,6.92,45.1,32.3,36.5,Jowar,6.38,Jowar,Urea,80,40,40,Normal
30.1,59.77,400.0,Loamy,7.47,84.7,60.8,47.0,Wheat,45.27,Wheat,Urea,120,60,40,Normal
24.57,62.37,400.0,Loamy,7.41,47.2,36.3,28.8,Jowar,34.09,Jowar,Urea,80,40,40,Normal
25.0,60.0,700.0,Loamy,6.5,145.0,70.0,85.0,Sugarcane,25.88,Sugarcane,Urea,250,60,120,Normal
22.23,81.86,278.08,Clay,6.94,97.0,36.0,45.0,Rice,29.46,Rice,Urea,80,40,40,Normal
20.0,62.18,1500.0,Loamy,5.5,20.0,20.0,45.0,Turmeric,19.3,Turmeric,Ferrous Sulphate,120,60,120,Normal
25.0,62.18,1000.0,Loamy,6.5,45.0,50.0,60.0,Ginger,39.25,Ginger,Urea,75,50,100,Normal
24.08,62.45,400.0,Loamy,5.77,50.2,27.0,23.8,Jowar,24.39,Jowar,10:26:26 NPK,80,40,40,Normal
22.48,93.41,105.55,Loamy,5.77,27.0,139.0,205.0,Apple,17.44,Apple,MOP,60,40,60,High_Overuse
30.0,76.04,1000.0,Loamy,7.5,115.0,25.0,45.0,Cotton,17.94,Cotton,DAP,120,60,60,Normal
24.45,59.85,400.0,Loamy,7.07,141.6,66.2,88.7,Sugarcane,32.56,Sugarcane,Urea,250,60,120,Normal
35.0,76.04,1000.0,Loamy,6.0,135.0,60.0,60.0,Cotton,48.82,Cotton,13:32:26 NPK,120,60,60,Normal
25.0,62.18,700.0,Loamy,6.0,50.0,30.0,35.0,Jowar,41.1,Jowar,Urea,80,40,40,Normal
25.32,79.48,68.19,Sandy,7.15,101.3,28.7,53.0,Watermelon,28.3,Watermelon,14-35-14,80,40,80,Slight_Overuse
30.0,62.18,900.0,Loamy,7.0,50.0,60.0,45.0,Turmeric,43.7,Turmeric,White Potash,120,60,120,Normal
21.31,75.57,400.0,Loamy,8.05,123.9,70.0,77.3,Cotton,39.95,Cotton,DAP,120,60,60,Slight_Overuse
30.0,62.18,700.0,Loamy,7.5,140.0,65.0,55.0,Maize,12.27,Maize,MOP,120,60,40,Slight_Overuse
35.0,80.19,1500.0,Loamy,6.5,95.0,50.0,40.0,Rice,35.41,Rice,50:26:26 NPK,80,40,40,Normal
26.26,80.93,194.68,Loamy,6.54,80.6,50.1,39.6,Jute,36.62,Jute,Urea,60,30,30,High_Overuse
24.05,84.45,195.38,Clay,6.7,93.8,39.1,35.8,Rice,1.03,Rice,Urea,80,40,40,Normal
32.71,81.63,400.0,Loamy,7.58,93.2,46.5,135.1,Grapes,36.14,Grapes,Hydrated Lime,60,60,80,High_Overuse
25.0,60.0,1100.0,Loamy,7.0,120.0,75.0,150.0,Sugarcane,46.86,Sugarcane,DAP,250,60,120,Normal
25.32,91.69,99.11,Sandy,6.74,30.4,11.7,39.0,Pomegranate,1.88,Pomegranate,13:32:26 NPK,50,50,100,Normal
21.66,63.58,38.08,Loamy,6.28,9.0,77.0,17.0,Lentil,33.24,Lentil,DAP,20,60,40,Slight_Overuse
19.37,64.53,71.04,Loamy,6.84,67.9,38.6,16.5,Maize,7.88,Maize,17-17-17,120,60,40,Normal
22.77,82.6,81.5,Sandy,6.63,102.0,46.0,19.0,Cotton,27.6,Cotton,14-35-14,120,60,60,Normal
27.78,80.64,88.21,Loamy,5.58,114.4,89.3,60.2,Banana,43.98,Banana,20-20,200,60,200,Slight_Overuse
30.0,76.04,700.0,Loamy,6.0,100.0,25.0,55.0,Cotton,42.39,Cotton,12:32:16 NPK,120,60,60,Normal
30.0,62.18,600.0,Loamy,7.0,140.0,75.0,50.0,Maize,33.69,Maize,SSP,120,60,40,Normal
33.18,41.45,276.94,Loamy,8.85,10.0,66.0,160.0,Barley,11.46,Barley,Urea,60,40,20,High_Overuse
25.63,63.15,45.5,Loamy,6.59,12.0,67.0,23.0,Lentil,40.27,Lentil,DAP,20,60,40,Normal
17.28,45.0,256.68,Loamy,7.35,123.1,30.9,69.2,Sugarcane,35.43,Sugarcane,20-20,250,60,120,Normal
16.74,82.42,400.0,Loamy,6.49,91.8,41.2,124.4,Grapes,43.08,Grapes,10:10:10 NPK,60,60,80,High_Overuse
25.0,60.0,1500.0,Loamy,7.5,145.0,60.0,145.0,Sugarcane,32.79,Sugarcane,Urea,250,60,120,Normal
26.42,85.7,72.71,Sandy,6.73,101.0,12.0,54.2,Watermelon,1.05,Watermelon,14-35-14,80,40,80,Slight_Overuse
20.0,62.18,700.0,Loamy,6.0,20.0,30.0,15.0,Tur,7.42,Tur,Urea,20,50,30,Normal
27.2,77.4,99.47,Loamy,6.2,112.0,87.0,48.0,Banana,37.58,Banana,20-20,200,60,200,Slight_Overuse
15.82,58.87,400.0,Loamy,6.13,120.7,53.7,43.3,Wheat,14.85,Wheat,19:19:19 NPK,120,60,40,Normal
30.0,76.04,900.0,Loamy,7.0,120.0,70.0,60.0,Cotton,7.27,Cotton,DAP,120,60,60,Normal
30.0,81.62,800.0,Loamy,6.5,95.0,50.0,120.0,Grapes,32.18,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
35.0,60.0,1000.0,Loamy,7.0,130.0,70.0,145.0,Sugarcane,32.6,Sugarcane,Urea,250,60,120,Normal
30.81,45.23,75.29,Loamy,5.05,31.0,52.0,1.0,Barley,39.02,Barley,Urea,60,40,20,Slight_Overuse
25.83,46.24,204.13,Sandy,5.07,2.1,53.7,22.8,Pigeonpeas,35.72,Pigeonpeas,DAP,20,60,40,Normal
25.33,58.45,400.0,Loamy,6.1,32.0,50.9,18.7,Tur,16.95,Tur,Urea,20,50,30,Slight_Overuse
35.0,62.18,600.0,Loamy,7.0,55.0,30.0,30.0,Jowar,17.95,Jowar,10:26:26 NPK,80,40,40,Normal
22.14,48.79,154.5,Clay,7.5,112.0,58.0,16.0,Rice,25.7,Rice,Urea,80,40,40,High_Overuse
30.0,80.19,1100.0,Loamy,6.5,100.0,45.0,45.0,Rice,34.63,Rice,Urea,80,40,40,Normal
24.21,61.92,400.0,Loamy,6.1,51.1,41.3,31.4,Jowar,48.73,Jowar,Urea,80,40,40,Normal
16.78,82.75,66.76,Sandy,6.11,35.0,140.0,197.0,Grapes,34.39,Grapes,MOP,60,60,80,High_Overuse
24.83,20.02,122.51,Loamy,5.07,117.4,53.3,52.6,Soybean,7.6,Soybean,DAP,20,60,40,High_Overuse
23.05,86.0,91.97,Sandy,6.93,38.5,24.2,42.5,Pomegranate,32.89,Pomegranate,13:32:26 NPK,50,50,100,Normal
19.62,97.81,115.12,Sandy,7.66,3.6,17.6,2.4,Orange,8.48,Orange,MOP,60,40,60,Normal
28.48,63.08,400.0,Loamy,6.46,41.1,31.2,30.8,Urad,34.81,Urad,SSP,20,50,30,Slight_Overuse
23.36,83.6,188.41,Clay,5.33,65.0,37.0,40.0,Rice,16.39,Rice,Urea,80,40,40,Normal
30.0,60.0,900.0,Loamy,7.0,125.0,75.0,125.0,Sugarcane,27.78,Sugarcane,MOP,250,60,120,Normal
26.13,80.49,150.63,Loamy,7.13,60.0,55.0,36.0,Jute,43.19,Jute,Urea,60,30,30,Slight_Overuse
18.9,95.0,107.61,Sandy,5.57,39.0,25.0,36.0,Pomegranate,47.8,Pomegranate,13:32:26 NPK,50,50,100,Normal
33.01,77.74,400.0,Loamy,7.12,130.5,59.8,63.1,Cotton,0.77,Cotton,Magnesium Sulphate,120,60,60,Normal
26.45,55.32,144.69,Clay,7.24,107.0,21.0,26.0,Coffee,32.5,Coffee,DAP,60,30,60,Slight_Overuse
24.0,85.02,108.55,Loamy,6.22,122.0,92.6,49.5,Banana,6.63,Banana,20-20,200,60,200,Slight_Overuse
31.86,75.82,400.0,Loamy,7.68,113.8,51.5,55.9,Cotton,31.43,Cotton,13:32:26 NPK,120,60,60,Normal
18.58,19.22,72.95,Sandy,8.1,59.0,62.0,83.0,Chickpea,48.25,Chickpea,DAP,20,60,40,High_Overuse
29.39,63.48,90.05,Sandy,5.76,35.0,58.0,20.0,Pigeonpeas,48.06,Pigeonpeas,DAP,20,60,40,Slight_Overuse
18.42,23.43,132.98,Clay,5.69,17.0,59.0,17.0,Kidneybeans,18.58,Kidneybeans,DAP,25,60,30,Normal
34.84,78.32,400.0,Loamy,7.0,108.2,65.0,50.8,Cotton,22.15,Cotton,DAP,120,60,60,Normal
22.69,68.15,123.27,Clay,7.24,97.5,24.9,31.0,Coffee,27.67,Coffee,DAP,60,30,60,Slight_Overuse
35.0,80.19,1200.0,Loamy,7.0,110.0,50.0,50.0,Rice,11.42,Rice,Urea,80,40,40,Slight_Overuse
25.02,64.49,393.91,Loamy,6.53,54.3,20.3,28.0,Moong,38.53,Moong,SSP,20,50,30,Slight_Overuse
25.0,76.04,500.0,Loamy,8.5,115.0,75.0,80.0,Cotton,20.8,Cotton,DAP,120,60,60,Slight_Overuse
27.09,43.65,41.54,Sandy,3.51,36.0,43.0,24.0,Mothbeans,45.39,Mothbeans,DAP,20,40,20,Slight_Overuse
26.59,86.15,44.19,Sandy,6.43,100.0,9.0,54.2,Watermelon,2.52,Watermelon,14-35-14,80,40,80,Slight_Overuse
21.24,78.21,400.0,Loamy,7.99,117.0,69.1,75.7,Cotton,38.31,Cotton,DAP,120,60,60,Slight_Overuse
21.73,46.35,177.46,Sandy,6.44,14.2,74.3,21.6,Pigeonpeas,5.37,Pigeonpeas,DAP,20,60,40,Normal
30.0,76.04,900.0,Loamy,7.5,110.0,40.0,55.0,Cotton,39.69,Cotton,Magnesium Sulphate,120,60,60,Normal
30.0,80.19,1400.0,Loamy,6.0,105.0,45.0,60.0,Rice,5.27,Rice,50:26:26 NPK,80,40,40,High_Overuse
21.91,77.23,400.0,Loamy,7.89,115.0,71.7,72.8,Cotton,44.23,Cotton,DAP,120,60,60,Normal
35.0,76.04,1000.0,Loamy,7.0,125.0,50.0,60.0,Cotton,1.81,Cotton,DAP,120,60,60,Normal
30.0,62.18,700.0,Loamy,6.5,40.0,40.0,25.0,Tur,46.4,Tur,SSP,20,50,30,Slight_Overuse
24.53,82.74,224.68,Clay,6.36,85.0,37.0,39.0,Rice,43.62,Rice,Urea,80,40,40,Normal
26.41,88.78,60.08,Sandy,6.33,89.2,6.2,47.8,Watermelon,45.99,Watermelon,14-35-14,80,40,80,Normal
26.74,55.55,140.63,Clay,6.12,84.0,36.0,28.0,Coffee,14.25,Coffee,DAP,60,30,60,Slight_Overuse
20.0,60.0,1100.0,Loamy,8.5,120.0,80.0,80.0,Sugarcane,4.05,Sugarcane,Urea,250,60,120,Slight_Overuse
27.78,77.2,102.95,Loamy,5.94,107.6,75.2,54.6,Banana,7.39,Banana,20-20,200,60,200,Slight_Overuse
26.9,60.4,400.0,Loamy,6.98,122.3,74.6,150.7,Sugarcane,46.2,Sugarcane,DAP,250,60,120,Slight_Overuse
37.97,79.54,400.0,Loamy,5.96,96.3,56.0,60.0,Rice,33.7,Rice,50:26:26 NPK,80,40,40,High_Overuse
25.0,58.93,1000.0,Loamy,7.5,105.0,55.0,50.0,Wheat,21.65,Wheat,Urea,120,60,40,Normal
25.0,62.18,600.0,Loamy,7.0,125.0,75.0,40.0,Maize,33.29,Maize,Urea,120,60,40,Normal
28.11,90.02,172.48,Sandy,6.39,24.0,6.0,32.0,Coconut,40.75,Coconut,MOP,100,40,200,Normal
25.66,59.67,400.0,Loamy,5.95,119.2,82.9,131.1,Sugarcane,47.19,Sugarcane,DAP,250,60,120,Slight_Overuse
22.73,82.17,260.89,Clay,7.3,67.0,45.0,38.0,Rice,9.06,Rice,Urea,80,40,40,Normal
27.51,94.19,156.67,Sandy,5.56,1.0,8.0,26.0,Coconut,8.96,Coconut,MOP,100,40,200,Normal
29.5,92.49,20.69,Sandy,6.21,105.8,23.8,53.6,Muskmelon,29.33,Muskmelon,14-35-14,80,40,80,Slight_Overuse
25.0,62.18,600.0,Loamy,7.5,75.0,40.0,25.0,Urad,2.33,Urad,DAP,20,50,30,Slight_Overuse
24.69,59.97,91.96,Sandy,5.86,27.0,74.0,20.0,Pigeonpeas,38.85,Pigeonpeas,DAP,20,60,40,Slight_Overuse
40.08,68.48,221.44,Loamy,5.68,127.7,15.6,181.0,Sugarcane,3.75,Sugarcane,20-20,250,60,120,Slight_Overuse
29.65,42.9,186.92,Sandy,6.88,20.0,60.0,22.0,Pigeonpeas,17.52,Pigeonpeas,DAP,20,60,40,Normal
19.25,60.65,400.0,Loamy,6.53,139.2,82.1,89.3,Sugarcane,27.79,Sugarcane,Urea,250,60,120,Slight_Overuse
28.93,81.4,400.0,Loamy,7.09,100.0,47.9,128.2,Grapes,0.5,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
24.36,92.4,119.69,Sandy,6.6,6.0,8.0,11.0,Orange,9.37,Orange,MOP,60,40,60,Normal
37.68,83.97,225.2,Clay,8.43,102.0,25.0,14.0,Rice,48.11,Rice,Urea,80,40,40,Slight_Overuse
23.89,89.62,104.62,Sandy,6.54,3.0,9.0,45.0,Pomegranate,1.45,Pomegranate,13:32:26 NPK,50,50,100,Normal
26.45,33.0,85.35,Loamy,6.38,44.0,1.0,103.0,Barley,9.85,Barley,Urea,60,40,20,Slight_Overuse
35.0,60.0,1000.0,Loamy,6.5,150.0,85.0,120.0,Sugarcane,47.88,Sugarcane,MOP,250,60,120,Slight_Overuse
26.31,62.02,400.0,Loamy,6.05,155.3,66.8,127.8,Sugarcane,31.76,Sugarcane,Urea,250,60,120,Normal
26.1,90.52,164.15,Sandy,7.0,68.4,56.8,47.3,Papaya,4.13,Papaya,20-20,120,60,120,Normal
30.8,56.28,400.0,Loamy,7.55,97.0,55.4,102.5,Sugarcane,13.75,Sugarcane,Urea,250,60,120,Normal
16.57,60.13,400.0,Loamy,6.18,117.7,70.1,143.8,Sugarcane,9.62,Sugarcane,DAP,250,60,120,Normal
18.23,36.95,207.47,Loamy,8.35,0.0,93.0,56.2,Soybean,27.44,Soybean,DAP,20,60,40,High_Overuse
28.55,66.31,62.83,Clay,7.37,59.0,58.0,17.0,Blackgram,29.53,Blackgram,DAP,20,50,30,Slight_Overuse
16.71,14.64,70.84,Sandy,8.19,43.6,69.0,79.2,Chickpea,27.12,Chickpea,DAP,20,60,40,High_Overuse
25.0,62.18,600.0,Loamy,6.5,45.0,30.0,10.0,Gram,12.75,Gram,MOP,20,60,40,Slight_Overuse
20.49,65.68,400.0,Loamy,5.89,128.5,64.4,49.9,Maize,39.73,Maize,SSP,120,60,40,Normal
38.59,91.58,102.27,Sandy,6.83,43.0,64.0,47.0,Papaya,34.04,Papaya,20-20,120,60,120,Normal
29.97,66.7,54.45,Clay,7.15,23.8,75.4,10.8,Blackgram,27.54,Blackgram,DAP,20,50,30,Slight_Overuse
25.37,72.52,107.91,Loamy,6.61,65.0,60.0,22.0,Maize,34.9,Maize,17-17-17,120,60,40,Normal
25.0,62.18,800.0,Loamy,7.0,75.0,50.0,50.0,Jowar,16.28,Jowar,10:26:26 NPK,80,40,40,Normal
31.41,49.22,93.0,Loamy,6.83,33.0,29.0,34.0,Mango,15.96,Mango,MOP,50,50,80,Normal
18.17,52.94,291.31,Loamy,5.28,95.1,42.7,49.7,Soybean,1.26,Soybean,DAP,20,60,40,Slight_Overuse
31.13,60.78,383.03,Loamy,6.41,66.0,39.6,22.1,Urad,43.79,Urad,SSP,20,50,30,Slight_Overuse
15.0,58.93,900.0,Loamy,6.5,100.0,60.0,40.0,Wheat,11.69,Wheat,Urea,120,60,40,Normal
30.0,60.0,1000.0,Loamy,7.0,10.0,32.0,7.0,Sugarcane,26.55,Sugarcane,14-35-14,250,60,120,Normal
37.59,92.0,159.66,Sandy,6.97,32.0,55.0,52.0,Papaya,9.25,Papaya,20-20,120,60,120,Normal
21.51,61.9,400.0,Loamy,6.5,53.1,32.0,17.4,Jowar,27.75,Jowar,10:26:26 NPK,80,40,40,Normal
15.0,76.04,600.0,Loamy,8.0,105.0,65.0,65.0,Cotton,16.09,Cotton,Magnesium Sulphate,120,60,60,Normal
25.0,76.04,800.0,Loamy,7.0,115.0,65.0,40.0,Cotton,41.3,Cotton,12:32:16 NPK,120,60,60,Normal
39.87,88.64,102.86,Loamy,5.99,32.0,105.0,57.0,Soybean,12.15,Soybean,DAP,20,60,40,High_Overuse
20.82,84.13,230.22,Clay,6.46,91.0,50.0,40.0,Rice,29.36,Rice,Urea,80,40,40,Normal
33.55,70.99,296.14,Clay,5.98,96.0,14.0,89.0,Rice,47.95,Rice,Urea,80,40,40,Slight_Overuse
23.19,22.31,63.38,Clay,5.9,31.0,79.0,25.0,Kidneybeans,4.85,Kidneybeans,DAP,25,60,30,Slight_Overuse
35.0,80.19,1200.0,Loamy,6.0,90.0,40.0,60.0,Rice,21.53,Rice,Urea,80,40,40,Slight_Overuse
23.43,59.88,400.0,Loamy,6.93,75.2,49.6,48.6,Jowar,30.33,Jowar,Urea,80,40,40,Normal
30.0,60.0,1400.0,Loamy,7.0,130.0,70.0,125.0,Sugarcane,48.03,Sugarcane,Urea,250,60,120,Normal
27.51,65.05,400.0,Loamy,6.35,17.3,35.2,21.2,Tur,4.64,Tur,Urea,20,50,30,Normal
23.06,50.41,164.5,Clay,6.97,109.0,31.0,27.0,Coffee,46.94,Coffee,DAP,60,30,60,Slight_Overuse
31.0,58.21,400.0,Loamy,6.74,119.7,90.4,128.3,Sugarcane,29.72,Sugarcane,Urea,250,60,120,Slight_Overuse
26.94,62.76,400.0,Loamy,7.67,75.7,54.9,51.2,Jowar,23.57,Jowar,Urea,80,40,40,High_Overuse
25.0,80.19,900.0,Loamy,5.5,30.0,30.0,40.0,Rice,17.05,Rice,Urea,80,40,40,Normal
15.0,76.04,600.0,Loamy,7.5,120.0,65.0,60.0,Cotton,26.73,Cotton,DAP,120,60,60,Normal
30.0,62.18,700.0,Loamy,6.0,145.0,75.0,60.0,Maize,23.12,Maize,SSP,120,60,40,Slight_Overuse
25.93,40.95,129.59,Sandy,6.01,37.1,60.5,26.5,Pigeonpeas,43.45,Pigeonpeas,DAP,20,60,40,Slight_Overuse
26.22,51.37,400.0,Clay,6.45,41.6,2.4,0.2,Oil seeds,34.15,Oil seeds,Urea,40,60,60,Normal
28.18,76.68,400.0,Loamy,7.53,101.4,73.2,44.2,Cotton,31.92,Cotton,12:32:16 NPK,120,60,60,Normal
28.1,60.98,33.84,Sandy,4.61,8.0,45.0,15.0,Mothbeans,25.16,Mothbeans,DAP,20,40,20,Normal
25.63,83.53,209.9,Clay,5.53,64.0,45.0,43.0,Rice,42.1,Rice,Urea,80,40,40,Normal
23.53,65.57,51.16,Loamy,7.3,1.4,74.8,17.0,Lentil,23.66,Lentil,DAP,20,60,40,Normal
15.0,76.04,500.0,Loamy,7.5,120.0,65.0,70.0,Cotton,49.97,Cotton,DAP,120,60,60,Normal
20.0,62.18,500.0,Loamy,7.0,120.0,65.0,50.0,Maize,17.95,Maize,SSP,120,60,40,Normal
25.0,58.93,800.0,Loamy,7.0,115.0,50.0,50.0,Wheat,47.62,Wheat,19:19:19 NPK,120,60,40,Normal
34.85,63.78,400.0,Sandy,6.56,9.3,35.8,0.6,Ground Nuts,42.57,Ground Nuts,DAP,25,50,75,Normal
32.82,66.16,68.84,Clay,6.81,52.0,65.0,20.0,Blackgram,4.18,Blackgram,DAP,20,50,30,High_Overuse
30.18,77.94,400.0,Loamy,6.67,108.8,48.7,41.7,Rice,15.68,Rice,Urea,80,40,40,Slight_Overuse
26.78,55.61,99.09,Loamy,6.36,11.6,33.4,26.9,Mango,24.62,Mango,MOP,50,50,80,Normal
27.27,47.17,95.26,Loamy,6.42,34.0,34.0,35.0,Mango,15.27,Mango,MOP,50,50,80,Normal
25.0,76.04,800.0,Loamy,7.0,110.0,65.0,40.0,Cotton,45.64,Cotton,12:32:16 NPK,120,60,60,Normal
10.81,92.39,116.54,Sandy,6.98,13.4,20.6,9.5,Orange,18.48,Orange,MOP,60,40,60,Normal
33.59,48.22,93.34,Loamy,6.09,25.5,16.5,26.3,Mango,11.48,Mango,MOP,50,50,80,Normal
22.83,38.65,179.61,Sandy,5.04,16.3,58.7,17.2,Pigeonpeas,0.5,Pigeonpeas,DAP,20,60,40,Normal
34.41,77.22,400.0,Loamy,6.96,114.5,28.6,57.7,Cotton,31.76,Cotton,Magnesium Sulphate,120,60,60,Normal
30.0,60.0,1100.0,Loamy,6.5,150.0,60.0,70.0,Sugarcane,47.81,Sugarcane,MOP,250,60,120,Normal
35.0,76.04,1000.0,Loamy,6.5,135.0,45.0,75.0,Cotton,43.49,Cotton,Magnesium Sulphate,120,60,60,Normal
